"タスク大分類コード","タスク大分類","タスク中分類コード","タスク中分類","タスク小分類コード","タスク小分類","評価項目コード","評価項目"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.2","提案準備","SP01.9.2.3","提案に向けた要員手配などの社内調整を行う"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.2","提案準備","SP01.9.2.4","当該業務の関係者のスケジュール調整を行う"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.2","提案準備","SP01.9.2.5","提案依頼事項に即して、内部コストを勘案し見積書を作成する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.2","提案準備","SP01.9.2.6","見積り内容を上司に説明し、承認を得る"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.3","提案","SP01.9.3.1","顧客キーマンに提案を行い、見積書を提示する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.3","提案","SP01.9.3.2","見積り内容について顧客キーマンと協議する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.3","提案","SP01.9.3.3","双方の条件（単価、期間、作業場所など）を出し合いながら調整を行い、妥協点を模索する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.3","提案","SP01.9.3.4","必要に応じて再見積りを行う"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.4","合意","SP01.9.4.1","単価、期間、作業場所などの調整を行い、内部コストを勘案して契約条件の詰めを行う"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.4","合意","SP01.9.4.2","単価、期間、作業場所などに対するネゴシエーションに応対する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.4","合意","SP01.9.4.3","契約内容が法的に問題ないか確認する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.4","合意","SP01.9.4.4","顧客キーマンと見積り内容について合意する"
"SP01","営業業務","SP01.9","セールス活動＞SES（システム・エンジニアリング・サービス）","SP01.9.4","合意","SP01.9.4.5","合意した内容で確定版の見積書を作成し、顧客に提示する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.1","営業案件管理","SP01.10.1.1","顧客との商談内容の要点をまとめ、レポートまたは議事録を作成する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.1","営業案件管理","SP01.10.1.2","顧客との商談内容を適時上司に報告する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.1","営業案件管理","SP01.10.1.3","案件の精査を適時行い、課題を洗い出し受注の見込み度を評価する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.2","営業成績管理","SP01.10.2.1","年間・半期・四半期・月次予算と実績との差を把握する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.2","営業成績管理","SP01.10.2.2","予算と実績の差を埋める行動（営業）活動計画を策定する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.2","営業成績管理","SP01.10.2.3","予算と実績の差を埋める行動（営業）活動計画を実践する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.3","受注事前業務","SP01.10.3.1","新規取引（得意先、仕入先）の場合、社内ルールに従い事務処理を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.3","受注事前業務","SP01.10.3.2","新規業務の場合、社内ルールに従い事務処理を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.1","受注時に社内ルールに従い事務処理を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.2","仕入時に社内ルールに従い事務処理を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.3","売上計上時（請求時）に社内ルールに従い事務処理を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.4","入金の確認を行うとともに、入金遅延の場合、督促を行う"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.5","顧客から注文書を回収するとともに、必要に応じて注文請書を発行する"
"SP01","営業業務","SP01.10","セールス活動＞営業事務","SP01.10.4","受注管理業務","SP01.10.4.6","回収した注文書に基づき社内所定の受注処理を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.1","プロジェクト進捗会議等に参加し進捗状況を把握する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.2","顧客と会話し、プロジェクトの進行に問題がないか把握する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.3","要員の就業状況をヒアリングし、契約条件との乖離がないか確認する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.4","契約条件との大きな乖離があれば、交渉して改善を図る"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.5","顧客に成果物を納品する段取り（調整）をとる"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.1","プロジェクト進捗管理・品質管理","SP01.11.1.6","顧客に納品書を渡し、検収確認書を受取る"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.1","社内の開発要員の稼働状況、空き状況をシステム部門と連携を取り把握する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.2","社内要員不足が発生した場合は、要員調達先での要員の確保を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.3","要員調達先と条件面の交渉を行い、契約を締結する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.4","受け入れ要員のスキル、契約条件の評価を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.5","要員スキル別の社内の条件資料の更新を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.2","要員・資材調達","SP01.11.2.6","開発に必要なサーバなどの機器を調達する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.3","中長期的な顧客支援","SP01.11.3.1","顧客キーマンと良好な関係を保つために、継続訪問を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.3","中長期的な顧客支援","SP01.11.3.2","次の提案へ向けて、顧客から情報を入手し資料化を行う"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.4","クレーム・障害時の対応","SP01.11.4.1","顧客のクレームは十分に誠意を持って聞くとともに、上司および関係者に報告し、迅速に一次対応する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.4","クレーム・障害時の対応","SP01.11.4.2","クレームの内容を正確に把握し、整理する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.4","クレーム・障害時の対応","SP01.11.4.3","問題が発生した場合、内容を聞き出し整理する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.4","クレーム・障害時の対応","SP01.11.4.4","顧客の緊急度、影響度を考慮し、対応措置を考える"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.4","クレーム・障害時の対応","SP01.11.4.5","発生した問題内容の解決案を関係者と考える"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.5","クレーム・障害時の対応（報告）","SP01.11.5.1","お詫び（経緯、原因、対策等）の文章を作成する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.5","クレーム・障害時の対応（報告）","SP01.11.5.2","顧客に適宜状況報告と対応措置を説明する"
"SP01","営業業務","SP01.11","セールス活動＞顧客満足度管理","SP01.11.5","クレーム・障害時の対応（報告）","SP01.11.5.3","解決案を顧客に説明し、理解を得て対応する"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.1","口座開設","SP01.12.1.1","新規取引の場合には口座開設の申し込みを行う"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.1","口座開設","SP01.12.1.2","顧客口座開設に必要な書類を作成し、社内の決済を得る"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.1","口座開設","SP01.12.1.3","顧客サイドに口座開設の承認が下りたことを確認する"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.2","契約の締結","SP01.12.2.1","顧客に契約書の内容を説明し、理解を得、契約を締結する"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.3","機密情報管理","SP01.12.3.1","機密情報保持契約の内容を理解し、顧客との間で契約を締結する"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.3","機密情報管理","SP01.12.3.2","顧客から預かった情報資産の受け入れ日、保管期限等を管理する"
"SP01","営業業務","SP01.12","契約管理＞契約締結管理","SP01.12.3","機密情報管理","SP01.12.3.3","顧客から預かった情報資産の保管期限が過ぎた場合、ルールに従い廃棄する"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.1","出金","SP02.1.1.1","必要な金額を計算し、出金金額を確定する"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.1","出金","SP02.1.1.2","出金処理を行う"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.2","支払い","SP02.1.2.1","支払いが必要な項目を洗い出し、支払方法、支払期限を把握する"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.2","支払い","SP02.1.2.2","支払方法、期限に合わせ、支払いを行う"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.3","現預金管理","SP02.1.3.1","社内における小口精算の伝票の確認、精算を行う"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.3","現預金管理","SP02.1.3.2","社内における小口精算の伝票の承認を行う"
"SP02","総務・人事・経理","SP02.1","経理＞日次経理業務","SP02.1.3","現預金管理","SP02.1.3.3","日々の現金および預金口座毎の入出金を管理することができ、加えて翌日以降の入出金予定を踏まえた残高予測に基づき現金、預金口座間の振替を行う"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.1","請求","SP02.2.1.1","当月発行する請求先、請求金額を把握する"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.1","請求","SP02.2.1.2","請求書を作成、発行する"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.1","請求","SP02.2.1.3","請求書を取引先に送付する"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.2","会計処理","SP02.2.2.1","ソフトウェア会計基準等に基づき、前受金や売上計上判断を行うとともに、処理方法と証憑の妥当性を確認し、前受金からの売上振替処理を行う"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.2","会計処理","SP02.2.2.2","取引内容から前払費用、費用計上判断を行うとともに、処理方法と証憑の妥当性を確認し、前払費用からの費用振替処理を行う"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.2","会計処理","SP02.2.2.3","勘定科目処理基準書や過去の事例に照らし合わせて適切な費用科目を判断し、会計処理方法を確認する"
"SP02","総務・人事・経理","SP02.2","経理＞月次決算業務","SP02.2.2","会計処理","SP02.2.2.4","事業部門から売上内容に関する会計処理について問い合わせがあった場合に、税法、会社法に照らし合わせて確認する"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.1","原価管理","SP02.3.1.1","材料費、労務費、経費、製造間接費等の製造原価について固変分解を行い、損益分岐点分析に基づく提言を行う"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.1","原価管理","SP02.3.1.2","全社按分対象項目の支出目的、科目特性、受益者負担の考え方を踏まえた按分方法を提言し、各部の承認を得る"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.1","原価管理","SP02.3.1.3","労務費、製造間接費の配賦計算の意義、自社の計算ロジックを理解した上で、製品別個別計算の精度向上提案を行う"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.1","原価管理","SP02.3.1.4","自社の原価計算の現状の改善点や新しく発生した業務に対する原価計算を検討、提言し、承認を得る"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.2","計数分析","SP02.3.2.1","各部門が作成した月次報告書から全社的視点で重要な差異要因を抽出し、全社の業績報告資料を作成する"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.2","計数分析","SP02.3.2.2","当初の計画や目標に照らして予算管理業務の達成状況を評価し、次期に向けた改善点を抽出する"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.2","計数分析","SP02.3.2.3","安全性、効率性、収益性、生産性等の財務分析および損益分岐点分析の視点を理解し、分析を行う"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.2","計数分析","SP02.3.2.4","事業の状況に応じて課題となる事項、検討すべき項目を抽出し、その課題に対しての予測、検証結果をもとに、経営層への提言を行う"
"SP02","総務・人事・経理","SP02.3","経理＞経営数値管理","SP02.3.2","計数分析","SP02.3.2.5","次期以後の財政状態および経営成績に重大な影響を及ぼす可能性がある事象等の予測を行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.1","資金管理","SP02.4.1.1","受託案件の取引規模、検収までの期間を考慮した支払い、入金条件等をライン部門へ提言し、理解を得る"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.1","資金管理","SP02.4.1.2","全社事業計画および全社予算数値等から、キャッシュフローの予想シミュレーションの策定や見直しを行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.1","資金管理","SP02.4.1.3","中長期経営方針を踏まえた資金計画策定にあたり、設備投資や事業展開等の是非について、キャッシュフローの健全性における分析から見極めを行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.1","資金管理","SP02.4.1.4","支払い・入金予定を踏まえた資金計画に基づき、借入の必要がある場合、その調達先の選定や調達条件の検討を行い、権限規程に則った手続きを行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.2","債権・債務管理ルール策定","SP02.4.2.1","債権、債務、現預金管理に関する会計基準、規程、細則、マニュアル、ルールをわかりやすく説明して現場に浸透させ、加えて運用の徹底を行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.2","債権・債務管理ルール策定","SP02.4.2.2","債権回収、債務支払いの業務フローで適切な処理がなされていることの確認を行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.3","債権・債務","SP02.4.3.1","債権回収、債務支払いの計画を作成することができ、その計画遂行に対し異常が生じた場合、これを発見し、原因解明と異常解決を行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.3","債権・債務","SP02.4.3.2","保有債権に滞留が生じた場合、即、個別に貸倒引当金の設定可否等の検討や判断を行い、貸倒引当金の計算を行う"
"SP02","総務・人事・経理","SP02.4","財務＞債権・債務管理","SP02.4.3","債権・債務","SP02.4.3.3","貸倒れが発生した際には、必要な情報や資料を収集し、会計処理を行なう"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.1","株主総会、取締役会対応","SP02.5.1.1","決算が確定して利益配当等の剰余金処分を行う場合、会社法に基づく剰余金処分案を作成し、承認を得る"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.1","株主総会、取締役会対応","SP02.5.1.2","決算数値を確認し、経営層が業績把握と次への見極めをするための決算内容説明資料を作成する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.1","株主総会、取締役会対応","SP02.5.1.3","事業部の差異要因分析（予算、見込み、前期等）と次月以降の見込み数値の作成支援、検証を行う"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.1","株主総会、取締役会対応","SP02.5.1.4","会計基準の改訂が行われた場合（あるいは行なわれたと仮定した場合）、その改訂内容を理解し、自社に必要な情報および影響を特定し、承認を得た上で規程に反映する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.2","単体決算処理","SP02.5.2.1","決算特有の仕訳処理（引当金、経過勘定、長短振替）を行う"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.2","単体決算処理","SP02.5.2.2","注記開示が必要とされる重要な後発事象が発生する場合、その注記事項を開示する有用性を理解し、必要なデータとそれを裏付ける証憑を作成、管理する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.2","単体決算処理","SP02.5.2.3","各勘定科目残高を前期実績・予算と比較し、増減の大きいものについては、内容を分析、調査し、コメントする"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.2","単体決算処理","SP02.5.2.4","減価償却処理を行い、該当する書類を作成し、上司に報告する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.3","連結決算処理","SP02.5.3.1","連結決算処理用に個別決算用の会計データの組替えを行う"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.3","連結決算処理","SP02.5.3.2","連結対象会社間との未実現利益控除対象取引の判断と金額算出を行う"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.4","収益計上","SP02.5.4.1","売上計上にあたって、定款、会計基準、個別取引毎の契約内容を理解した上で、用いるべき収益計上基準を判断する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.4","収益計上","SP02.5.4.2","売上計上にあたって、個別の取引内容を理解した上で、その取引で獲得できる利益見通し等を勘案した会計処理と税務対応を判断し実施する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.5","資料棚卸","SP02.5.5.1","来期に必要な会計帳票書類を整理、作成する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.5","資料棚卸","SP02.5.5.2","今期作成した会計帳簿書類を整理し、保管方法を判断する"
"SP02","総務・人事・経理","SP02.5","財務＞決算業務","SP02.5.5","資料棚卸","SP02.5.5.3","会計帳票書類の保存期間を超えた資料は破棄する、もしくは整理方法を見極め、実行する"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.1","タックスプランニング","SP02.6.1.1","税効果会計について理解した上で、一時差異項目をリストアップし、将来の利益計画や一時差異の項目別タックスプランニングに関する情報を収集しつつ、繰延税金資産や負債の回収可能性を判断する"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.1","タックスプランニング","SP02.6.1.2","将来の利益計画や一時差異の項目別タックスプランニングに関する情報を収集しつつ、繰延税金資産や負債の回収可能性を判断する"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.2","税務申告","SP02.6.2.1","申告書の構造を理解し、別表間の整合性も含め確認し、課税所得の算定、申告、納税の一連の手続きを行う"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.2","税務申告","SP02.6.2.2","自社の事業形態を理解し、仮決算による中間申告もしくは予定申告の可否判断、申告、納税の一連の手続きを行う"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.2","税務申告","SP02.6.2.3","決算手続きにおいて、適正な納税額を算出し、伝票起票、申告、納税の一連の手続きを行う"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.3","日常税務","SP02.6.3.1","会計帳票書類等の確認や日常取引に関して、税務上の観点から問題点を発見し、専門家の意見も考慮しながら対応策を検討し、関係部門へ改善提案を行う"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.3","日常税務","SP02.6.3.2","日常取引に関して消費税課税区分毎の検証や特殊取引時の消費税判断を行う"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.4","税務調査対応","SP02.6.4.1","税法および自社の事業理解に基づき、過去調査指摘事項や税務上指摘される懸念のある案件に対して、顧問税理士、関係部門と確認しながらリスク回避策を検討する"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.4","税務調査対応","SP02.6.4.2","税務調査に立ち会い、税務当局からの質問や資料依頼の意図を理解した上で対策を立て、適切に対応する"
"SP02","総務・人事・経理","SP02.6","財務＞税務","SP02.6.4","税務調査対応","SP02.6.4.3","税務調査結果について税務当局と意見交換を行い、決定事項を社内に報告する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.1","事業計画立案支援","SP02.7.1.1","全社事業計画の策定にあたり、方針、戦略を理解した上で必要となる計数（損益、資産計画等）資料を提供する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.1","事業計画立案支援","SP02.7.1.2","経営目標達成状況が効果的に判断できる数値指標の考え方や基準を作成する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.1","事業計画立案支援","SP02.7.1.3","事業における投資プロジェクトに対して適切な評価方法を用いて投資評価を行い、リスク回避のための提言をする"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.1","事業計画立案支援","SP02.7.1.4","事業部門が策定する事業計画に対し、必要な会計情報を提供する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.1","事業計画立案支援","SP02.7.1.5","国際取引と租税の基本的な知識を理解し、為替算定方法の特定や租税実務対応を行う"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.1","現行の予算立案の課題を踏まえ、予算立案の方針や基準を作成する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.2","現行予算立案の課題に対する改善点を関係部門に提言する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.3","各部門が作成した予算数値の妥当性を前期実績や部門の事業計画に照らし合わせて検証し、部門に追加説明を求め、必要に応じて修正を指示する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.4","各部門が作成した予算数値を全社の目標数値と比較分析した資料を作成し、経営層に提供する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.5","各部門が作成した予算数値の集計と全社の目標数値との乖離を埋めるために、経営層と協議し、部門予算の見直し案を策定する"
"SP02","総務・人事・経理","SP02.7","財務＞経営数値管理","SP02.7.2","年度予算管理","SP02.7.2.6","予算管理に関する規程、細則、マニュアル、ルールをわかりやすく説明して現場に浸透させ、運用の徹底を行う"
"SP02","総務・人事・経理","SP02.8","ガバナンス（総務）＞対外ガバナンスの実行","SP02.8.1","法令順守対応","SP02.8.1.1","会社法に定められた手続きを正しく理解した上で、関係者と調整しながら株主総会に上程すべき議案の作成と準備を、抜け漏れなく行う"
"SP02","総務・人事・経理","SP02.8","ガバナンス（総務）＞対外ガバナンスの実行","SP02.8.1","法令順守対応","SP02.8.1.2","会社法に基づき、株主総会開催までの計画（実施項目、スケジュール、役割分担）を作成し、承認を得て実行する"
"SP02","総務・人事・経理","SP02.8","ガバナンス（総務）＞対外ガバナンスの実行","SP02.8.1","法令順守対応","SP02.8.1.3","取締役の専任、辞任、解任の基礎知識を理解した上で、発生時に遅滞なく手続き、登記等を行う"
"SP02","総務・人事・経理","SP02.8","ガバナンス（総務）＞対外ガバナンスの実行","SP02.8.1","法令順守対応","SP02.8.1.4","関係する専門家と調整を行いながら、株主総会開催後の議事録作成および法的手続きを漏れなく遅滞なく行い、その完了を適切に関係者に認知浸透させる"
"SP02","総務・人事・経理","SP02.8","ガバナンス（総務）＞対外ガバナンスの実行","SP02.8.1","法令順守対応","SP02.8.1.5","会社法に基づき、取締役会の招集、運営支援、議事録作成と承認等、上程議案の内容に応じて適切な手続きを行う"
"SP02","総務・人事・経理","SP02.9","ガバナンス（総務）＞社内経営ガバナンスの実行","SP02.9.1","社内決裁対応","SP02.9.1.1","経営に必要な自社独自の会議体の企画、運営、改善を承認を得て行う"
"SP02","総務・人事・経理","SP02.9","ガバナンス（総務）＞社内経営ガバナンスの実行","SP02.9.1","社内決裁対応","SP02.9.1.2","決裁に必要な会議体（経営会議）の運営事務局業務（日程調整、議案書のチェックとフィードバック、議事進行、議事録作成）を遂行する"
"SP02","総務・人事・経理","SP02.9","ガバナンス（総務）＞社内経営ガバナンスの実行","SP02.9.1","社内決裁対応","SP02.9.1.3","職位および権限を組織構成や業務分掌を反映して適切に設定し、承認を得る"
"SP02","総務・人事・経理","SP02.9","ガバナンス（総務）＞社内経営ガバナンスの実行","SP02.9.1","社内決裁対応","SP02.9.1.4","規程全体の構成について、関連法令の改正、自社の事業展開、社会的要求事項等を踏まえて改訂ポイントを明確に定義し、関係者を巻き込んで改訂し、承認を得る"
"SP02","総務・人事・経理","SP02.9","ガバナンス（総務）＞社内経営ガバナンスの実行","SP02.9.1","社内決裁対応","SP02.9.1.5","社内規程の浸透方法を具体的に考え、周知徹底するとともに、その遵守状況を定期的に検証し、活用面における改善点等を提言する"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.1","広報の制作立案","SP02.10.1.1","社内外広報の目的および目的に合った告知方法と期待効果を明確にし、実践的な広報計画を立案し、承認を得る"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.1","広報の制作立案","SP02.10.1.2","社内・社外関係者を取りまとめて広報メディアの全体設計（コンセプト、提供情報）を行い、承認を得る"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.1","ホームページの設計および情報公開の効果検証を具体的な指標をもって行い、関係者とともに見直し、改訂を実行する"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.2","外部へ発信・発送する正式文書を適切な書式と文体で作成し、承認を得る"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.3","社内イントラネット機能を理解し、活用されるようにルールや仕組みを構築、改善し、承認を得る"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.4","社員のモチベーション向上につながる情報提供や広報を企画し、承認を得た上で実行する"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.5","イントラネット、全社朝礼等の場を効果的に組み合わせ、社内広報の理解浸透度を測定し、改善課題の分析および改善を行う"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.6","守るべき社内ルールを社内にわかりやすく、適切に公開、浸透する方法を考え、実行し、理解を得る"
"SP02","総務・人事・経理","SP02.10","ガバナンス（総務）＞広報","SP02.10.2","広報物の制作","SP02.10.2.7","必要な承認を得て会社の事業計画や最新動向等のテーマを設定し、全社朝礼等で発表する"
"SP02","総務・人事・経理","SP02.11","ガバナンス（総務）＞ファシリティマネジメント","SP02.11.1","職場環境の向上","SP02.11.1.1","「生産性、快適性、安全性、情報セキュリティ、環境保護、企業イメージ」の良好なオフィス要件を理解し、事実実態に基づいたオフィス環境の課題形成と改善計画策定を行い、承認を得る"
